run,event,pip_rec_px,pip_rec_py,pip_rec_pz,pip_lund_px,pip_lund_py,pip_lund_pz,theta_lund_deg,theta_rec_deg,pip_rec_vx,pip_rec_vy,pip_rec_vz,pip_lund_vx,pip_lund_vy,pip_lund_vz,rec_track_detector_list,rec_traj_detector_list,rec_scintillator_detector_component,rec_particle_pid_list
11,4127,0.50603,0.428593,0.832265,0.592149,0.576652,1.15529,35.5813,38.5476,0.541388,-0.670636,4.91648,0,0,-2.675,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,0,211,22"
11,413,-0.665901,-0.299058,0.912502,-0.718663,-0.354572,1.00834,38.4756,38.6587,-0.125323,0.349425,-5.21408,0,0,-6.47213,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:54","11,2212,211,2112"
11,1268,-0.454947,0.441667,0.805849,-0.460048,0.449746,0.815967,38.2546,38.197,-0.242922,-0.280964,-1.31063,0,0,0.752724,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,211,0,2112,2112"
11,1006,-0.582988,0.44254,0.932307,-0.745712,0.413093,0.966575,41.4112,38.1344,-2.84788,-3.78675,-4.5728,0,0,0.883763,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:55","11,321,211,22,2112"
11,1294,-0.0652352,0.653431,0.837842,-0.121177,0.765791,1.09441,35.3152,38.0884,2.21796,0.187831,3.81499,0,0,-1.52239,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,0,211,2112,2112"
11,2329,-0.412716,-0.47932,0.805631,-0.506751,-2.29002,2.99187,38.0939,38.1363,8.5015,-7.26967,4.93862,0,0,-3.73463,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:23,12:60","11,0,2212,211"
11,3418,0.205486,-0.716016,0.932338,0.223837,-0.72256,0.960879,38.211,38.6241,-0.138026,-0.0108583,-0.365409,0,0,-0.353012,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:54","11,0,211"
11,875,0.578981,-0.382819,0.88577,0.62977,-0.393024,1.00588,36.4275,38.0825,-1.03759,-1.52488,1.71421,0,0,-4.74493,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:51","11,211"
11,1650,0.153023,0.616865,0.806859,0.150576,0.639257,0.841725,37.963,38.2275,0.279844,-0.0898245,-1.52021,0,0,-0.191277,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,0,211"
11,4728,0.427103,0.51083,0.851211,0.42379,0.518044,0.868849,37.6083,38.0341,0.630435,-0.551292,-1.74845,0,0,-3.30357,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:47","11,0,211,2112"
11,1941,-0.5299,-0.427125,0.859709,-1.44876,-3.00999,3.12338,46.9238,38.3678,0.127316,-0.11247,-11.5901,0,0,-3.10315,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,45,211,2112,2112,2112,2112"
11,4735,-0.618933,0.356773,0.914212,-0.61827,0.362208,0.926433,37.7204,38.0054,0.22207,0.348567,-1.5511,0,0,-5.04627,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:53","11,0,211"
11,1270,-0.38985,0.560429,0.856873,-0.38977,0.563835,0.858693,38.5982,38.545,0.391328,0.223663,-1.0635,0,0,-3.22257,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:47","11,211,0"
11,568,0.44919,0.542217,0.894397,0.453747,0.564411,0.931409,37.8657,38.2115,-0.211212,0.12498,-1.30025,0,0,1.05748,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:50","11,0,211"
11,168,-0.14296,-0.651336,0.823974,-0.154459,-0.6528,0.844215,38.4711,38.9832,-1.01065,0.239532,-0.539663,0,0,-6.84138,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:51","11,211,0"
11,2180,0.69356,-0.211265,0.899325,3.24274,0.359102,4.16897,38.0461,38.8753,2.25613,7.57774,2.26598,0,0,-4.42357,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:62,12:1","11,45,211"
11,365,-0.630812,-0.0740415,0.807336,-1.97047,-0.738461,2.82925,36.6406,38.1926,0.304841,-2.44738,-1.83443,0,0,-4.53332,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:19,12:48","11,2212,211,2112,2112,2112,2112,22"
11,674,0.0621629,0.630091,0.807427,0.072097,0.616646,0.805765,37.6145,38.102,0.907866,-0.115005,-2.18916,0,0,-3.00522,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,211,0,22,22"
11,1866,-0.036094,0.738397,0.94105,-0.034144,0.737564,0.947572,37.9259,38.1528,-0.199531,-0.0540365,-0.731779,0,0,-5.27045,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:55","11,211,0"
11,127,0.576417,0.338027,0.851939,0.581704,0.342659,0.859229,38.1579,38.109,-0.0157278,-0.00434512,-0.788455,0,0,-4.23869,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,211,0,22,22"
11,2268,-0.605945,0.291264,0.83522,-0.697375,0.272579,0.962185,37.8893,38.8324,-0.96512,-2.09903,-2.34711,0,0,-6.43959,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:55","11,321,211,22"
11,4928,-0.0442661,-0.703842,0.881346,-0.321698,-0.687043,0.959438,38.3335,38.666,-11.7668,0.759727,-2.78905,0,0,-1.83209,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:16,12:43","11,0,211,2112"
11,4285,0.36152,-0.543888,0.827959,0.371589,-0.54553,0.81566,38.981,38.2657,0.0658728,0.0855434,-1.52391,0,0,-3.6474,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:17,12:46","11,0,211"
11,1883,0.456875,-0.489193,0.848377,0.680771,-0.58438,1.21986,36.334,38.2731,0.433848,0.463431,1.74502,0,0,-1.39752,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,321,211"
11,3530,0.46904,-0.437789,0.820783,0.490584,-0.449988,0.832399,38.6508,38.0147,-0.0361983,0.0117678,-2.75371,0,0,-5.84097,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,0,211,22"
11,4272,0.617203,-0.285623,0.854357,2.41782,-1.72996,3.74209,38.4661,38.5206,-3.60927,-7.73103,-5.32073,0,0,-4.60885,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:16,12:43","11,2212,211,2112"
11,4759,-0.542735,0.31443,0.791277,-0.593893,0.305808,0.839473,38.5107,38.4035,-0.181592,-0.378331,-1.69978,0,0,-3.52786,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:51","11,0,211,2112,22,2112"
11,1992,-0.68935,-0.0886765,0.870998,-0.713975,-0.110035,0.952064,37.1904,38.5888,-0.074604,0.815459,-4.1542,0,0,-1.70739,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:48","11,321,211"
11,2487,-0.583357,-0.411684,0.909775,-0.624627,-0.54699,1.01382,39.3159,38.125,1.81393,-2.54133,-6.53428,0,0,-4.10598,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:55","11,2212,211"
11,3441,0.696442,-0.21535,0.904872,0.980079,-0.177735,1.33406,36.7465,38.8554,-0.374358,-1.09765,0.995034,0,0,-2.3743,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:53","11,0,211"
11,1336,-0.141393,-0.624527,0.793473,-0.146032,-0.654856,0.849905,38.2886,38.9035,0.262597,-0.0159352,-0.0290942,0,0,-3.3107,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:51","11,0,211,22"
11,1733,0.106027,0.684076,0.883074,0.10863,0.691868,0.904587,37.7475,38.093,0.0086811,-0.0404136,-0.744991,0,0,-6.09904,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,0,211"
11,2160,-0.232163,-0.619643,0.823427,-0.203975,-0.712249,0.893296,39.6716,38.7854,1.77452,-0.633191,-5.06946,0,0,-3.44534,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,321,211"
11,956,0.55081,0.356142,0.821028,0.575965,0.433897,0.882112,39.2654,38.6213,-0.800104,1.15546,-1.39623,0,0,-4.15209,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:53","11,321,211,2112"
11,2648,-0.472505,0.500046,0.866151,-0.584328,0.542442,1.06389,36.8484,38.4597,1.02277,0.92073,0.779797,0,0,-3.23399,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,0,211"
11,3255,-0.281305,-0.637909,0.873619,-0.28606,-0.626441,0.877881,38.1128,38.5912,-0.596902,0.304552,-1.48968,0,0,-2.66508,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:47","11,211,0"
11,1682,-0.686172,-0.170537,0.902622,-0.715892,-0.193969,0.925726,38.7022,38.0725,0.165451,-0.544583,-1.92153,0,0,-7.30299,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:51","11,211,0,2112"
11,677,-0.491529,0.510818,0.890542,-0.498935,0.50838,0.912083,37.9888,38.5208,0.278443,0.207062,-0.590825,0,0,-1.39953,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:51","11,0,211,2112,2112,2112,22,2112"
11,3216,0.427654,-0.484363,0.819366,0.434041,-0.488761,0.816956,38.6641,38.2588,0.517621,0.49725,-0.495022,0,0,-5.70157,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,0,211,2112,2112"
11,3741,0.133416,-0.673297,0.86668,0.136884,-0.681974,0.88991,38.0121,38.3783,-0.129841,-0.00852293,-0.924594,0,0,-2.03653,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,0,211,2112,2112,22,22"
11,2793,0.704386,-0.162853,0.917573,0.702518,-0.163364,0.923735,37.9831,38.235,-0.203039,-0.727752,-0.733055,0,0,-1.41475,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:51","11,0,211,2112"
11,554,-0.25218,-0.641934,0.856366,-0.226049,-0.642405,0.943857,35.8114,38.8469,-4.85482,1.94534,-4.58613,0,0,-3.07504,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:17,12:45","11,0,211"
11,2822,-0.261872,0.635727,0.862243,-0.260512,0.633544,0.870193,38.2098,38.5688,0.579084,0.218982,0.0273728,0,0,-2.33045,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:19,12:48","11,0,211"
11,2727,-0.200946,-0.676028,0.877803,-0.250839,-2.48218,2.97902,39.945,38.7798,-8.02376,2.40335,-13.0802,0,0,-2.78072,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:16,12:43","11,45,211,22,2112,2112,2112,2112,22,2112"
11,871,-0.573221,0.368324,0.856767,-0.66923,0.380494,0.931994,39.557,38.4939,-0.685154,-1.14277,-5.44227,0,0,-4.14652,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:53","11,321,211,2112"
11,2638,-0.696605,0.243785,0.92643,-0.863917,0.193187,1.05853,39.9059,38.5422,-0.673414,-2.02955,-6.31188,0,0,-5.91022,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:55","11,321,211"
11,1613,-0.464147,-0.531243,0.884891,-0.473999,-0.600518,0.940079,39.1391,38.5622,-0.608446,0.553376,-2.25162,0,0,-7.41481,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,321,211,22,22"
11,2517,0.392931,0.54388,0.846413,0.393274,0.538846,0.848545,38.1732,38.4046,-0.136785,0.0642878,-0.0102987,0,0,-3.40545,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:47","11,0,211"
11,1366,-0.214315,-0.651697,0.867934,-0.208104,-0.657358,0.867044,38.4933,38.3235,0.547718,-0.151739,-0.81108,0,0,1.2458,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,211"
11,2028,-0.688275,-0.140362,0.886429,-0.775645,-0.223688,1.02033,38.35,38.3947,0.155298,-0.565551,-6.28924,0,0,-4.09407,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,321,211"
11,789,-0.00142839,0.713757,0.91058,-0.003599,0.725661,0.91813,38.3221,38.0911,-0.153394,-0.0369503,-1.19681,0,0,0.079289,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:54","11,211,0,2112"
11,1924,0.173648,-0.627686,0.822291,0.169012,-0.60814,0.849707,36.6061,38.3796,-4.04627,-1.07858,-0.418421,0,0,-4.01328,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:17,12:45","11,211,0,2112,2112"
11,2913,0.539721,-0.407189,0.85553,0.644853,-0.412035,0.933944,39.3303,38.318,1.32296,1.80396,-6.15124,0,0,-2.17881,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:53","11,321,211,22,22"
11,1307,-0.204904,0.645397,0.844645,-0.200183,0.653974,1.11583,31.5054,38.7188,13.3865,4.23733,15.838,0,0,-2.1327,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:15,12:41","11,211"
11,2576,-0.0261057,-0.644885,0.812404,-0.010416,-0.661149,0.830715,38.519,38.4653,0.855849,0.00802635,-1.13702,0,0,-6.03042,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,0,211"
11,2355,0.0537999,-0.625026,0.799355,0.05467,-0.631361,0.794193,38.588,38.125,0.382884,0.0679031,-0.819879,0,0,-3.43121,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,0,211,2112,2112"
11,3362,-0.472148,-0.428562,0.808808,-1.35153,-2.24349,3.30847,38.3667,38.2513,-1.96408,2.19282,-6.19682,0,0,-3.26963,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:17,12:44","11,2212,211,2112"
11,4196,-0.643665,-0.188463,0.848978,-0.630715,-0.185981,0.869692,37.0925,38.3085,-0.0848408,0.385872,0.163163,0,0,-1.80734,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,0,211,2112,2112,2112"
11,3999,0.15804,-0.702445,0.914906,0.198481,-0.734958,0.968727,38.1625,38.2017,1.08027,0.269791,-2.43354,0,0,-1.86708,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:54","11,321,211"
11,319,0.0348756,-0.653972,0.827392,0.033177,-0.659874,0.852708,37.7698,38.3625,-0.51979,0.00108317,0.288945,0,0,-2.30616,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:51","11,0,211,22"
11,3194,0.576095,-0.24253,0.781805,0.581034,-0.242835,0.788295,38.62,38.6429,-0.30581,-0.634713,-0.532022,0,0,-0.936523,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,211,0,2112"
11,3052,-0.0991334,0.672979,0.85036,-0.283437,0.899964,1.2042,38.0802,38.6579,-0.914924,-0.159547,-0.868991,0,0,-1.12602,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:53","11,0,211"
11,4722,-0.523266,0.333358,0.791556,-0.521255,0.336688,0.800391,37.7861,38.0898,0.0535194,0.00965238,-0.486925,0,0,-2.87476,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,211,22,22,22,22,2112"
11,3950,-0.342644,0.540043,0.806762,-0.374481,0.565445,0.861917,38.1977,38.4061,-0.115104,-0.115603,-2.10548,0,0,-3.99136,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:17,12:45","11,321,211"
11,3949,-0.204052,-0.605496,0.79116,-0.371978,-0.61979,0.84163,40.6581,38.925,-8.57771,2.90703,-8.35223,0,0,-4.32058,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:15,12:40","11,321,211"
11,3525,0.583409,0.320168,0.848177,0.589895,0.322914,0.857179,38.1158,38.1181,0.0450442,-0.118135,-1.80745,0,0,-2.55901,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,211,0"
11,4596,-0.137961,0.61855,0.7974,-0.169403,0.647674,0.868233,37.6345,38.4766,-0.599272,-0.174229,-3.1794,0,0,-3.19964,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,321,211"
11,729,-0.361225,0.550928,0.81764,-0.78414,0.737776,1.46306,36.3491,38.8592,0.486835,0.299901,-0.564064,0,0,-5.35986,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:46","11,0,211,22,2112,2112"
11,3427,0.686857,0.0632197,0.857277,1.58807,0.930425,2.15591,40.4884,38.82,-0.848463,8.95651,0.550497,0,0,-0.797051,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:54","11,2212,211,2112"
11,2287,-0.629364,0.307994,0.872921,-0.703295,0.297797,0.951774,38.7451,38.7537,-0.219596,-0.546523,-4.11657,0,0,-5.62601,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:54","11,321,211"
11,3766,-0.0503174,0.659849,0.823099,-1.3444,3.28132,4.59384,37.665,38.799,6.09995,0.436742,-10.7395,0,0,-2.26836,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:16,12:43","11,45,211,2112,22,22"
11,1146,-0.049139,0.665878,0.827629,-0.059862,0.691349,0.94159,36.3896,38.8948,4.35357,0.291439,1.7062,0,0,-6.72102,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,0,211"
11,4097,0.7216,-0.0981098,0.912145,0.71767,-0.09573,0.923852,38.0859,38.6032,-0.0992156,-0.503053,-0.246425,0,0,-4.34534,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:51","11,211,0,2112"
11,3912,-0.543356,0.495857,0.93242,-3.41729,2.25216,4.69903,41.0547,38.2705,10.6116,11.5866,-18.6267,0,0,-7.3418,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:14,12:38","11,45,211,22,2112,22,22,22,2112,2112"
11,3927,0.526524,0.395241,0.838879,0.52091,0.422088,0.847992,38.3311,38.1253,-0.491204,0.623829,-1.73957,0,0,-5.70224,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,0,211"
11,1972,-0.348062,0.538798,0.80981,-1.83928,1.79654,3.13536,39.3527,38.3825,9.0122,5.78754,-18.1052,0,0,0.60066,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7,18","12:13,12:34","11,45,211,2112,2112"
11,1068,-0.600309,0.217224,0.797706,-0.598636,0.219736,0.805502,38.3675,38.6702,0.183534,0.38077,-0.296858,0,0,0.072166,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,211,0,2112,2112,2112"
11,2339,-0.0177636,-0.66532,0.8411,1.20898,-3.05006,4.29179,37.3967,38.3543,3.20641,-0.0444186,-1.12381,0,0,-7.45877,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:22,12:55","11,2212,211"
11,2393,0.703058,-0.170975,0.913862,1.94676,0.057078,2.42945,38.7178,38.3704,0.253564,1.11126,-4.51763,0,0,-8.72473,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,2212,211,22,22,2112,2112"
11,4262,0.693039,-0.00859305,0.859431,4.1648,-0.682336,4.64362,42.266,38.8846,-0.322904,-24.4851,16.2558,0,0,-6.54444,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:10,12:28","11,2212,211,2112,22,2112"
11,4712,0.265859,-0.691627,0.930198,0.492775,-0.792901,1.05358,41.5435,38.5396,6.88964,2.68405,-5.30453,0,0,-5.44582,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:22,12:57","11,2212,211,2112,2112"
11,2920,0.730345,-0.11388,0.944514,0.730376,-0.111732,0.944536,38.0347,38.0465,-0.0104473,0.190552,-1.25977,0,0,4.32498,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:51","11,211,0"
11,439,-0.351402,0.524724,0.785968,-0.858943,0.747658,1.35764,39.9893,38.7817,-2.45112,-1.68082,-3.14325,0,0,-6.94558,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:19,12:48","11,321,211"
11,4699,-0.386744,-0.565725,0.871804,-0.393363,-1.9864,2.37954,40.3975,38.1693,4.67857,-3.1642,-5.39648,0,0,-1.16758,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,321,211,22,2112,2112,2112,2112"
11,834,0.198029,0.689186,0.899605,0.181559,0.762526,0.976062,38.7668,38.5582,-0.773798,0.195657,-2.43084,0,0,-4.78924,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,321,211,2112"
11,1020,0.705963,-0.12949,0.908672,0.746926,-0.113965,0.9532,38.4027,38.3045,0.051437,0.377323,-3.80835,0,0,-4.56834,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:51","11,321,211"
11,1323,-0.596044,0.359766,0.880043,-2.90724,1.32837,3.16106,45.318,38.3476,-0.139412,-0.271486,-2.59389,0,0,-2.80526,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:53","11,211,321,2112,22"
11,2869,0.662099,-0.124293,0.859018,0.691508,-0.1242,0.911939,37.6113,38.1045,-0.135363,-0.582444,-3.3167,0,0,-4.5453,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:47","11,321,211"
11,493,-0.631415,0.335418,0.893879,-0.711301,0.340921,0.993796,38.4392,38.6548,-0.673078,-1.35322,-2.83739,0,0,1.09178,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:22,12:55","11,321,211"
11,3092,0.656302,0.310169,0.923372,0.693401,0.365633,1.00784,37.8756,38.1725,-0.431224,0.863084,-2.558,0,0,-3.35485,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:54","11,321,211"
11,3843,-0.364435,-0.557654,0.845798,-0.363119,-0.58287,0.901109,37.3107,38.225,0.380297,-0.22323,-0.56727,0,0,-2.84441,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:17,12:46","11,0,211"
11,3994,0.309248,0.592405,0.833493,0.332644,0.750307,0.851831,43.935,38.7214,-1.2878,0.644168,-3.03078,0,0,-1.04795,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:47","11,321,211"
11,435,0.650726,-0.13238,0.832118,0.651378,-0.130593,0.842822,38.2463,38.5909,-0.0775963,-0.202299,-0.638606,0,0,-3.0526,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:49","11,0,211"
11,4288,-0.622973,0.308848,0.874201,-1.36165,1.45771,2.19539,42.2584,38.4983,1.75671,3.44811,-2.52409,0,0,-6.32994,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:19,12:50","11,0,211,45,2112,22,2112,2112"
11,3849,0.159554,-0.650546,0.844972,0.53815,-1.12038,1.56755,38.4111,38.4046,2.54517,0.660381,-4.61702,0,0,-1.65178,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,2212,211,22"
11,4940,0.625353,-0.361722,0.920276,0.651152,-0.350458,0.938309,38.2413,38.1326,0.165437,0.368892,-1.22386,0,0,-3.34209,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:21,12:54","11,0,211"
11,3879,-0.7356,-0.0619711,0.93506,-0.778577,-0.100179,0.974902,38.8412,38.2902,0.0932506,-0.549327,-1.76477,0,0,-0.42332,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:47","11,0,211,22,22"
11,2608,-0.46945,-0.536393,0.907031,-0.471554,-0.542895,0.919898,38.0152,38.1629,0.120636,-0.0561056,-1.16963,0,0,-3.03262,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:51","11,0,211"
11,1279,0.322866,-0.630247,0.886167,3.3804,-2.13116,4.9185,39.0927,38.6282,9.68812,4.98962,0.790832,0,0,-3.41747,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:22,12:58","11,45,211,0,2112,2112"
11,1712,0.603274,-0.185333,0.783131,0.594058,-0.17648,0.768222,38.8928,38.8642,-0.182014,-0.514566,-1.54417,0,0,0.231629,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:48","11,0,211"
11,1621,0.653599,0.204886,0.854873,0.690706,0.249568,0.925031,38.4471,38.7032,-0.32223,0.922633,-3.46939,0,0,1.93802,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:52","11,211,2112,22"
11,672,0.150356,-0.703288,0.889991,0.747812,-1.82193,2.38975,39.4924,38.9409,1.16718,0.296958,-5.95491,0,0,0.280708,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:54","11,45,211,2112,2112,2112,22,22,2112,2112"
11,3897,0.1589,-0.660801,0.85684,0.411781,-0.950574,1.43988,35.7333,38.4211,0.640464,0.183537,2.52596,0,0,-4.94305,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:53","11,0,211"
11,3790,0.417211,0.456259,0.789382,0.433082,0.522912,0.839837,38.9539,38.0685,-0.963771,0.855523,-1.87445,0,0,-2.54533,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:47","11,321,211,2112"
11,3098,-0.612174,0.403496,0.918983,-0.74626,0.341525,0.989688,39.6672,38.5838,-1.47529,-2.29904,-1.8024,0,0,-7.20526,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:22,12:57","11,211,22"
11,2282,-0.338134,0.598461,0.87803,-0.453006,0.716206,1.15838,36.1885,38.0562,-0.152206,-0.121099,7.76839,0,0,0.749508,"6","15,8,8,8,8,8,8,6,6,6,12,12,16,7,7,7","12:18,12:48","11,0,211"
11,171,0.154825,-0.721951,0.930717,0.184786,-0.74982,1.00958,37.4133,38.426,0.191568,0.0858108,-2.123,0,0,-3.34665,"6","15,8,8,8,8,8,8,6,6,6,12,12,12,16,7,7,7","12:20,12:54","11,321,211,2112,2112,22,22,22"
