run,event,rec_particle_pid_list,rec_particle_charge_list,rec_particle_status_list,rec_particle_px_list,rec_particle_py_list,rec_particle_pz_list,rec_particle_p_list,rec_particle_theta_deg_list,rec_particle_vx_list,rec_particle_vy_list,rec_particle_vz_list,mc_lund_pid_list,mc_lund_px_list,mc_lund_py_list,mc_lund_pz_list,mc_lund_p_list,mc_lund_theta_deg_list,mc_lund_vx_list,mc_lund_vy_list,mc_lund_vz_list,rec_track_pindex_detector_list,rec_traj_pindex_detector_layer_list,rec_scintillator_pindex_detector_component_list
11,1474,"11,211,211","-1,1,1","-2231,4100,2220","0.64145571,0.07491008,0.04889675","-0.94530123,-0.67946345,-0.66385633","3.21991682,0.87856638,0.83861351","3.41656614,1.11317608,1.07068610","19.53414253,37.88517894,38.44100581","0.29124928,0.01098260,-0.41403896","0.22610132,0.00121082,-0.01362532","-1.79594839,-2.21813273,-1.42917049","11,211","0.64297199,0.08053300","-0.93494898,-0.69495797","3.20491409,0.88959700","3.39985543,1.13173980","19.49650085,38.18268388","0.00000000,0.00000000","0.00000000,0.00000000","-8.82973003,-8.82973003","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:15,0:12:39,1:4:40,2:12:20,2:12:52"
11,2043,"11,211,211","-1,1,1","-2221,4100,2130","-1.04041660,0.11117280,0.13848200","0.52739120,0.69097728,0.61769468","2.85862708,0.85847569,0.78800428","3.08745153,1.10760529,1.01077926","22.19771477,39.18828905,38.77596447","0.03006005,0.00800510,-2.06376505","0.03474484,-0.00128796,0.42743251","-0.35965303,-0.92299139,-0.57550406","11,211","-1.04175496,0.11133500","0.52731299,0.68010598","2.85961294,0.83644199","3.08880213,1.08377804","22.21070426,39.48568446","0.00000000,0.00000000","0.00000000,0.00000000","0.28171501,0.28171501","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:41,1:4:13,2:12:20"
11,1838,"11,211,211","-1,1,1","-2231,4100,2230","-0.74110925,-0.46663490,-0.38031459","1.84118187,0.55287296,0.51001024","6.23465347,0.88368005,0.79277116","6.54294258,1.14206263,1.01648204","17.65835882,39.30744033,38.74706535","0.84720987,0.00327764,-1.37320662","0.32877252,0.00276639,-1.06802094","-1.82339406,-0.51024055,-0.70238590","11,211","-0.73816299,-0.44343099","1.87211597,0.53027999","6.28167200,0.84206200","6.59614326,1.08944771","17.76330491,39.38266557","0.00000000,0.00000000","0.00000000,0.00000000","-6.46012211,-6.46012211","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:12,0:12:32,1:4:20,2:12:19,2:12:49"
11,568,"11,0,211","-1,1,1","-2231,4000,2130","1.50242531,0.44500574,0.44919032","-0.05232780,0.55018151,0.54221702","10.14110088,0.92057884,0.89439666","10.25192407,1.16111808,1.13829549","8.43222646,37.54845215,38.21145031","-0.00622131,-0.00365285,-0.21121229","-0.05047629,0.00295455,0.12497985","-2.50323319,-2.38914037,-1.30025053","11,211","1.52436495,0.45374700","-0.05729400,0.56441098","10.28306961,0.93140900","10.39559963,1.17981729","8.43800154,37.86567965","0.00000000,0.00000000","0.00000000,0.00000000","1.05747700,1.05747700","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:5,0:12:15,2:12:50"
11,2767,"11,211,211,22,22,22,22,22","-1,1,1,0,0,0,0,0","-2231,4100,2200,2010,2010,2010,2110,4010","1.18956923,-0.82427633,-0.64433438,0.24108674,0.10693211,-0.17202343,-0.06099433,-0.00000000","2.38068819,-0.19524807,-0.05085531,0.45561084,0.21401957,-0.16185774,-0.06203475,-0.00000000","7.32641983,0.93492645,0.81980306,1.42013335,0.60806060,0.43763554,0.17215134,-0.00000000","7.79481743,1.26160245,1.04394928,1.51078880,0.65343442,0.49730761,0.19288521,0.00000000","19.96370355,42.17798439,38.25248112,19.94934592,21.47756346,28.35646069,26.81005194,nan","-0.47360390,0.00176805,0.20822813,-0.47360390,-0.47360390,-0.47360390,-0.47360390,-0.47360390","0.21568924,-0.00746415,-2.21700954,0.21568924,0.21568924,0.21568924,0.21568924,0.21568924","-1.34932363,-1.52113223,-7.02558899,-1.34932363,-1.34932363,-1.34932363,-1.34932363,-1.34932363","11,211","1.49603295,-0.82547897","2.99341989,-0.19618100","9.23446560,0.93970603","9.82211953,1.26607659","19.91981514,42.07922003","0.00000000,0.00000000","0.00000000,0.00000000","-4.67305899,-4.67305899","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:14,0:12:36,1:4:28,2:12:19,2:12:47,6:12:18,7:3:2"
11,168,"11,211,0","-1,1,1","-2221,2230,4000","0.05442381,-0.14296003,-0.15179147","-0.42379615,-0.65133619,-0.63795871","1.77964056,0.82397360,0.79777288","1.83021464,1.06000419,1.03270206","13.50068513,38.98319538,39.42015798","-0.06042332,-1.01064801,-0.00111921","-0.00174189,0.23953189,0.00026630","-1.82087445,-0.53966272,-0.47392896","11,211","0.05331100,-0.15445900","-0.42518499,-0.65280002","1.78037405,0.84421498","1.83121711,1.07828771","13.53298305,38.47112137","0.00000000,0.00000000","0.00000000,0.00000000","-6.84137583,-6.84137583","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:3,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:13,0:12:35,1:12:20,1:12:51"
11,2180,"11,45,211","-1,1,1","-2231,4100,2200","0.81965166,3.23189259,0.69355977","-0.46333450,0.35893124,-0.21126512","2.31026173,4.19716787,0.89932477","2.49475789,5.30944248,1.15518100","22.17331448,37.76679390,38.87526557","-0.40756708,-0.00002853,2.25613022","-0.67213643,0.00025691,7.57773876","-4.31732750,-5.17008924,2.26598072","11,211","0.82127500,3.24274302","-0.46719399,0.35910201","2.31746101,4.16897488","2.50267625,5.29383491","22.18140967,38.04610455","0.00000000,0.00000000","0.00000000,0.00000000","-4.42357111,-4.42357111","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:17,0:12:43,1:4:2,2:12:62,2:12:1"
11,365,"11,2212,211,2112,2112,2112,2112,22","-1,1,1,0,0,0,0,0","-2221,4100,2230,2010,2010,4010,2010,4100","-0.62574148,-1.44107497,-0.63081229,-0.71366930,-0.71351111,0.03896980,-0.00000000,-0.00000000","-1.01748705,-0.51384574,-0.07404152,-0.71953291,-0.76338381,0.11330023,-0.00000000,-0.00000000","3.05928683,1.35281837,0.80733615,2.40025735,2.00634599,0.09396867,0.00000000,0.00000000","3.28421501,2.04226640,1.02722829,2.60543409,2.26213995,0.15226850,0.00000000,0.00000000","21.32819702,48.51604128,38.19262847,22.89041975,27.51078513,51.89352638,nan,nan","-0.12065125,0.01238810,0.30484140,-0.12065125,-0.12065125,-0.12065125,-0.12065125,-0.12065125","0.10362756,-0.03474231,-2.44738221,0.10362756,0.10362756,0.10362756,0.10362756,0.10362756","-5.18165922,1.06179202,-1.83442676,-5.18165922,-5.18165922,-5.18165922,-5.18165922,-5.18165922","11,211","-0.62558502,-1.97046900","-1.01608300,-0.73846102","3.04229403,2.82925296","3.26792506,3.52600979","21.41568856,36.64057047","0.00000000,0.00000000","0.00000000,0.00000000","-4.53332281,-4.53332281","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:16,0:12:41,1:4:28,2:12:19,2:12:48,5:3:2,7:4:31"
11,674,"11,211,0,22,22","-1,1,1,0,0","-2221,2210,4000,2010,2010","0.05816906,0.06216293,0.07099672,-0.09716458,-0.07299428","-0.99254662,0.63009131,0.59080690,0.19566077,0.15825279","2.21268845,0.80742705,0.78208786,0.40225139,0.34032032","2.42580349,1.02606907,0.98272822,0.45774477,0.38234805","24.19629588,38.10204827,37.26596414,28.50591354,27.11670939","-0.01489855,0.90786588,-0.01208238,-0.01489855,-0.01489855","0.01798869,-0.11500458,0.00145193,0.01798869,0.01798869","-1.25566208,-2.18915749,-2.30322838,-1.25566208,-1.25566208","11,211","0.05900500,0.07209700","-0.99356902,0.61664599","2.21016788,0.80576497","2.42394370,1.01720571","24.24378235,37.61445196","0.00000000,0.00000000","0.00000000,0.00000000","-3.00522399,-3.00522399","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:3,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:18,0:12:46,1:12:19,1:12:49"
11,302,"11,211,211","-1,1,1","-2231,4100,2230","-0.43669322,-0.68808812,-0.66271245","0.66576058,-0.30866006,-0.26656371","4.84508801,0.95946854,0.89532399","4.91007290,1.22037543,1.14535980","9.33211391,38.16748684,38.58381122","-0.04180766,-0.00239822,0.42012793","-0.03406305,0.00534629,-0.96465409","-2.46817303,-2.21412659,-0.33316270","11,211","-0.44151700,-0.68774003","0.66630000,-0.30727601","4.84588814,0.95052201","4.91136690,1.21280542","9.36634924,38.39586717","0.00000000,0.00000000","0.00000000,0.00000000","-4.30805683,-4.30805683","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:7,0:12:21,1:4:30,2:12:21,2:12:54"
11,3230,"11,211,211,22,22,2112","-1,1,1,0,0,0","-2221,4100,2100,2010,2110,2010","1.37466097,0.14576434,0.11493962,0.07018610,0.03877880,0.00000000","0.18370765,-0.76542205,-0.71989816,0.00498143,0.00124037,-0.00000000","3.64004374,0.98046023,0.90123761,0.18457578,0.08339430,0.00000000","3.89529969,1.25236592,1.15917803,0.19753259,0.09197795,0.00000000","20.85718687,38.47438518,38.96958792,20.86748848,24.94988566,nan","-0.02482017,0.00764031,0.16186096,-0.02482017,-0.02482017,-0.02482017","0.05043643,0.00145499,0.07235136,0.05043643,0.05043643,0.05043643","-3.35071611,-3.39793658,-2.27874541,-3.35071611,-3.35071611,-3.35071611","11,211","1.46735895,0.14562801","0.19112900,-0.76555800","3.87515903,0.98447597","4.14807546,1.25557935","20.89967599,38.36423416","0.00000000,0.00000000","0.00000000,0.00000000","-3.56948209,-3.56948209","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:15,0:12:40,1:4:40,2:12:55,4:12:16"
11,2474,"11,211,211,22,2112","-1,1,1,0,0","-2231,2230,4100,2010,2010","-0.52521849,0.13026319,-0.04692668,-0.03398423,-0.00000000","0.88509750,0.64561802,0.55817980,0.07133137,0.00000000","3.83762383,0.82342207,0.70905977,0.17604949,0.00000000","3.97323656,1.05442640,0.90362191,0.19296765,0.00000000","15.01269643,38.65516453,38.30832184,24.17114846,nan","-0.08267783,4.06114101,-0.00725091,-0.08267783,-0.08267783","-0.05941517,-0.83510244,-0.00060959,-0.05941517,-0.05941517","-4.13892508,-20.47590256,-3.38247681,-4.13892508,-4.13892508","11,211","-0.52731502,-0.05117900","0.88944298,0.58774197","3.83737493,0.76163101","3.97424411,0.96340112","15.08056247,37.76167567","0.00000000,0.00000000","0.00000000,0.00000000","-0.64889401,-0.64889401","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:11,0:12:31,1:12:16,1:12:42,2:4:16"
11,1866,"11,211,0","-1,1,1","-2231,2230,4000","0.54410756,-0.03609404,-0.03164507","-0.76298004,0.73839682,0.70944089","8.24275780,0.94105035,0.88433152","8.29585726,1.19670732,1.13417372","6.48610510,38.15277520,38.76557105","-0.05959648,-0.19953139,-0.00235371","-0.03507857,-0.05403648,-0.00010499","-0.57378644,-0.73177940,-0.35514802","11,211","0.54223102,-0.03414400","-0.75902700,0.73756403","8.20460701,0.94757199","8.25746406,1.20127399","6.48630957,37.92594052","0.00000000,0.00000000","0.00000000,0.00000000","-5.27044916,-5.27044916","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:3,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:4,0:12:13,1:12:21,1:12:55"
11,125,"11,211,211,2112,22","-1,1,1,0,0","-2231,4100,2220,2010,2210","0.47856373,-0.40310231,-0.32232666,-1.42363417,0.01940031","1.28219259,0.55853790,0.53239268,0.55823803,0.04367128","9.04612732,0.86357450,0.79109889,2.50105906,0.30834869","9.14906884,1.10463432,1.00656540,2.93149456,0.31202959","8.60305131,38.57670121,38.19240222,31.44200728,8.80937026","-0.11292885,0.00586355,-2.15863729,-0.11292885,-0.11292885","0.03338001,0.00423178,-1.34264278,0.03338001,0.03338001","-3.92957973,-3.89435530,-2.97885180,-3.92957973,-3.92957973","11,211","0.49663401,-0.41199699","1.32943702,0.57060599","9.37480068,0.86219102","9.48161041,1.11297173","8.60816367,39.22445269","0.00000000,0.00000000","0.00000000,0.00000000","-6.01347303,-6.01347303","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:5,0:12:16,1:4:19,2:12:17,2:12:46,4:12:3,4:12:11"
11,340,"11,211,211,2112","-1,1,1,0","-2231,4100,2220,2010","-1.84767008,-0.23247489,-0.24527995,0.40758845","0.45124549,-0.70678514,-0.60254413,-1.23614609","6.09112358,0.91379315,0.82234693,2.23066354","6.38116711,1.17839201,1.04855908,2.58264309","17.34115598,39.15345316,38.34736046,30.26388037","-0.07662720,-0.01987863,0.00579345,-0.07662720","-0.37129554,0.00653845,0.01922988,-0.37129554","-2.37678099,-2.59826446,-3.79247093,-2.37678099","11,211","-1.84381497,-0.22951400","0.45329899,-0.68690097","6.08397102,0.88205302","6.37336936,1.14128312","17.33238418,39.38851131","0.00000000,0.00000000","0.00000000,0.00000000","-0.57486200,-0.57486200","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:4,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:11,0:12:31,1:4:36,2:12:18,2:12:47"
11,127,"11,211,0,22,22","-1,1,1,0,0","-2231,2230,4000,2010,2110","1.04042244,0.57641709,0.57276005,0.20289104,0.18272071","0.03614326,0.33802712,0.33730066,-0.01625782,-0.03076226","2.61903667,0.85193872,0.79129666,0.52114832,0.46947223","2.81835737,1.08273662,1.03342934,0.55948607,0.50471511","21.67749899,38.10897310,40.03070882,21.33378841,21.53824569","-0.01880980,-0.01572780,0.00013681,-0.01880980,-0.01880980","-0.09437712,-0.00434512,-0.00023231,-0.09437712,-0.09437712","-0.23811369,-0.78845513,0.45253649,-0.23811369,-0.23811369","11,211","1.40971100,0.58170402","-0.01642700,0.34265900","3.55818892,0.85922903","3.82730497,1.09273477","21.61419819,38.15793618","0.00000000,0.00000000","0.00000000,0.00000000","-4.23868799,-4.23868799","0:6,1:6,2:5","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:15:1,1:8:1,1:8:2,1:8:3,1:8:4,1:8:5,1:8:6,1:6:6,1:6:18,1:6:36,1:12:3,1:12:2,1:12:1,1:16:1,1:7:1,1:7:4,1:7:7,2:5:1,2:5:3,2:5:5,2:5:7,2:5:12,2:4:1,2:3:1,2:3:2,2:3:3","0:12:17,0:12:43,1:12:20,1:12:52,4:12:14"
11,2268,"11,321,211,22","-1,1,1,0","-2131,4100,2220,2010","1.19500434,-0.66339022,-0.60594475,0.04303082","2.14741898,0.26171562,0.29126406,0.07462157","9.27834034,0.90332973,0.83522040,0.32649657","9.59828334,1.15090671,1.07219257,0.33766854","14.83511679,38.28993098,38.83239387,14.77957211","-0.32494298,-0.00479116,-0.96512049,-0.32494298","0.17246363,-0.01214451,-2.09902549,0.17246363","-5.61378241,-5.03317499,-2.34711432,-5.61378241","11,211","1.23059106,-0.69737500","2.22414804,0.27257901","9.59676838,0.96218503","9.92769622,1.21919286","14.83521594,37.88933857","0.00000000,0.00000000","0.00000000,0.00000000","-6.43959093,-6.43959093","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:27,1:4:24,2:12:21,2:12:55"
11,4928,"11,0,211,2112","-1,1,1,0","-2231,4000,2230,2010","0.48535085,-0.31723368,-0.04426610,0.00000000","-0.25826514,-0.67907923,-0.70384169,-0.00000000","2.85240793,0.91873926,0.88134593,0.00000000","2.90490918,1.18569290,1.12877068,0.00000000","10.90969053,39.20817363,38.66597430,nan","0.06893040,-0.00406979,-11.76684570,0.06893040","0.14611103,0.00190121,0.75972742,0.14611103","-0.84161603,-0.41849184,-2.78905320,-0.84161603","11,211","1.17358005,-0.32169801","-0.61538100,-0.68704301","6.91941595,0.95943803","7.04516153,1.22312675","10.84143080,38.33346573","0.00000000,0.00000000","0.00000000,0.00000000","-1.83209205,-1.83209205","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:10,0:12:26,2:12:16,2:12:43"
11,4285,"11,0,211","-1,1,1","-2231,4000,2220","-1.27741885,0.39754668,0.36151984","0.25195006,-0.57554972,-0.54388791","6.30107594,0.88421196,0.82795942","6.43419270,1.12744473,1.05452713","11.67504571,38.34753489,38.26567051","0.00715471,-0.01360843,0.06587277","-0.03551118,-0.00939969,0.08554338","-0.28120917,-0.86315852,-1.52390933","11,211","-1.27156198,0.37158900","0.24995700,-0.54553002","6.28195477,0.81566000","6.41422669,1.04927719","11.65597148,38.98104016","0.00000000,0.00000000","0.00000000,0.00000000","-3.64739704,-3.64739704","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:1,0:18:3,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:8,0:12:22,2:12:17,2:12:46"
11,1883,"11,321,211","-1,1,1","-2231,4100,2230","0.10150621,0.70363241,0.45687485","0.97138894,-0.60200864,-0.48919302","2.82092404,1.26955509,0.84837723","2.98521564,1.57139527,1.08064257","19.09719787,36.10720227,38.27308964","0.08224831,-0.00461975,0.43384784","-0.03237720,-0.00539960,0.46343076","-4.75501585,-5.09703922,1.74501884","11,211","0.09995600,0.68077099","0.97357601,-0.58437997","2.83201408,1.21985698","2.99635532,1.51426555","19.06424012,36.33401687","0.00000000,0.00000000","0.00000000,0.00000000","-1.39752305,-1.39752305","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:15,0:12:38,1:4:45,2:12:19,2:12:50"
11,2880,"11,211,211","-1,1,1","-2221,4100,2230","-1.03554165,-0.08086098,-0.04779741","0.25636393,0.78509027,0.73886633","3.32230234,0.96846288,0.93616813","3.48937843,1.24933005,1.19357397","17.80201009,39.17812154,38.34029721","0.13226292,0.00583995,-1.40367484","0.47955197,0.00060149,-0.10775600","-2.57369924,-1.25361776,-2.14186716","11,211","-1.04306304,-0.08124500","0.26872599,0.79983503","3.33855391,0.99819398","3.50801031,1.28168953","17.88134263,38.84815418","0.00000000,0.00000000","0.00000000,0.00000000","-3.41264391,-3.41264391","0:6,1:5,2:6","0:15:1,0:8:1,0:8:2,0:8:3,0:8:4,0:8:5,0:8:6,0:6:6,0:6:18,0:6:36,0:12:2,0:12:1,0:16:1,0:7:1,0:7:4,0:7:7,0:18:4,1:5:1,1:5:3,1:5:5,1:5:7,1:5:12,1:4:1,1:3:1,1:3:2,1:3:3,2:15:1,2:8:1,2:8:2,2:8:3,2:8:4,2:8:5,2:8:6,2:6:6,2:6:18,2:6:36,2:12:3,2:12:2,2:12:1,2:16:1,2:7:1,2:7:4,2:7:7","0:12:13,0:12:33,1:4:15,2:12:22,2:12:56"
